time,open,high,low,close,Previous Day High,Previous Day Low,Previous Day Mid,Pivot Point (P),SMA 9,SMA 20,EMA 9,VWAP,SMA9 &gt; SMA20,SMA9 &lt; SMA20,EMA9 &gt; SMA20,EMA9 &lt; SMA20,Volume,instrument
2025-03-27 16:48:00-04:00,482.17,482.17,482.07,482.12,493.16,482.82,487.99,486.7866666666667,482.0699999999994,481.95450499999953,482.0659599617327,483.2845228003255,0,0,0,0,1152,QQQ
2025-03-27 16:49:00-04:00,482.11,482.13,482.1,482.1,493.16,482.82,487.99,486.7866666666667,482.0799999999994,481.96950499999946,482.0727679693862,483.2844235762229,0,0,0,0,2000,QQQ
2025-03-27 16:50:00-04:00,482.08,482.12,482.07,482.12,493.16,482.82,487.99,486.7866666666667,482.0933333333328,481.9840049999995,482.08221437550895,483.2840586942419,0,0,0,0,7484,QQQ
2025-03-27 16:51:00-04:00,482.07,482.07,482.07,482.07,493.16,482.82,487.99,486.7866666666667,482.095555555555,481.9975049999995,482.0797715004072,483.2840345489587,0,0,0,0,475,QQQ
2025-03-27 16:52:00-04:00,482.03,482.03,481.98,481.9803,493.16,482.82,487.99,486.7866666666667,482.08781111111057,482.00601999999947,482.0598772003257,483.2836040553447,0,0,0,0,7889,QQQ
2025-03-27 16:53:00-04:00,482.0,482.01,481.98,481.98,493.16,482.82,487.99,486.7866666666667,482.0811444444439,482.0135199999994,482.0439017602606,483.28339003833656,0,0,0,0,3923,QQQ
2025-03-27 16:54:00-04:00,481.951,482.0,481.951,482.0,493.16,482.82,487.99,486.7866666666667,482.0711444444439,482.02301999999935,482.0351214082085,483.2833379432161,0,0,0,0,970,QQQ
2025-03-27 16:55:00-04:00,482.01,482.01,481.95,481.95,493.16,482.82,487.99,486.7866666666667,482.0533666666661,482.0280199999994,482.0180971265668,483.2832472800837,0,0,0,1,1625,QQQ
2025-03-27 16:56:00-04:00,481.91,481.91,481.88,481.88,493.16,482.82,487.99,486.7866666666667,482.022255555555,482.0275149999994,481.99047770125344,483.2825626100097,0,1,0,0,11666,QQQ
2025-03-27 16:57:00-04:00,481.86,481.86,481.8,481.8,493.16,482.82,487.99,486.7866666666667,481.9866999999995,482.0195149999994,481.95238216100273,483.2824488365546,0,0,0,0,1835,QQQ
2025-03-27 16:58:00-04:00,481.7709,481.8,481.7,481.7,493.16,482.82,487.99,486.7866666666667,481.942255555555,482.0080149999994,481.9019057288022,483.2823190036175,0,0,0,0,1962,QQQ
2025-03-27 16:59:00-04:00,481.7,481.7,481.66,481.66,493.16,482.82,487.99,486.7866666666667,481.8911444444439,481.9935149999995,481.85352458304175,483.2821838755343,0,0,0,0,1992,QQQ
2025-03-27 17:00:00-04:00,481.62,481.62,481.62,481.62,493.16,482.82,487.99,486.7866666666667,481.8411444444439,481.9740149999994,481.8068196664334,483.28217692533474,0,0,0,0,100,QQQ
2025-03-27 17:01:00-04:00,481.76,481.76,481.71,481.71,493.16,482.82,487.99,486.7866666666667,481.8111111111105,481.9595149999994,481.7874557331467,483.2821457001791,0,0,0,0,475,QQQ
2025-03-27 17:02:00-04:00,481.7,481.72,481.7,481.72,493.16,482.82,487.99,486.7866666666667,481.7822222222216,481.9430149999995,481.77396458651737,483.2821208145181,0,0,0,0,381,QQQ
2025-03-27 17:03:00-04:00,481.76,481.76,481.76,481.76,493.16,482.82,487.99,486.7866666666667,481.75555555555496,481.9285149999995,481.7711716692139,483.2821115226722,0,0,0,0,146,QQQ
2025-03-27 17:04:00-04:00,481.72,481.72,481.72,481.72,493.16,482.82,487.99,486.7866666666667,481.72999999999945,481.9125149999994,481.7609373353711,483.2821049912128,0,0,0,0,100,QQQ
2025-03-27 17:05:00-04:00,481.66,481.66,481.63,481.63,493.16,482.82,487.99,486.7866666666667,481.7022222222217,481.8895149999995,481.7347498682969,483.28198756801714,0,0,0,0,1700,QQQ
2025-03-27 17:06:00-04:00,481.64,481.64,481.6,481.6004,493.16,482.82,487.99,486.7866666666667,481.6800444444439,481.8640349999994,481.70787989463753,483.2815725891508,0,0,0,0,5904,QQQ
2025-03-27 17:07:00-04:00,481.6001,481.62,481.6001,481.6199,493.16,482.82,487.99,486.7866666666667,481.6711444444439,481.8370299999994,481.6902839157101,483.2815048729606,0,0,0,0,975,QQQ
2025-03-27 17:08:00-04:00,481.62,481.6407,481.6,481.6,493.16,482.82,487.99,486.7866666666667,481.6644777777772,481.8110299999994,481.672227132568,483.281466219064,0,0,0,0,550,QQQ
2025-03-27 17:09:00-04:00,481.71,481.71,481.71,481.71,493.16,482.82,487.99,486.7866666666667,481.6744777777772,481.7915299999994,481.6797817060544,483.2814544623138,0,0,0,0,179,QQQ
2025-03-27 17:11:00-04:00,481.72,481.72,481.72,481.72,493.16,482.82,487.99,486.7866666666667,481.67558888888834,481.7715299999994,481.6878253648436,483.2814479361688,0,0,0,0,100,QQQ
2025-03-27 17:16:00-04:00,481.7,481.7,481.7,481.7,493.16,482.82,487.99,486.7866666666667,481.6733666666661,481.7530299999994,481.6902602918749,483.2814413264881,0,0,0,0,100,QQQ
2025-03-27 17:17:00-04:00,481.71,481.71,481.71,481.71,493.16,482.82,487.99,486.7866666666667,481.6678111111105,481.7395149999994,481.6942082334999,483.2813362477876,0,0,0,0,1600,QQQ
2025-03-27 17:18:00-04:00,481.71,481.71,481.71,481.71,493.16,482.82,487.99,486.7866666666667,481.66669999999937,481.72601499999945,481.6973665867999,483.2813193708312,0,0,0,0,257,QQQ
2025-03-27 17:20:00-04:00,481.7,481.7,481.69,481.69,493.16,482.82,487.99,486.7866666666667,481.6733666666661,481.7105149999995,481.6958932694399,483.28115598673145,0,0,0,0,2457,QQQ
2025-03-27 17:23:00-04:00,481.72,481.77,481.69,481.69,493.16,482.82,487.99,486.7866666666667,481.6833222222217,481.6975149999994,481.694714615552,483.2809353351402,0,0,0,0,3319,QQQ
2025-03-27 17:24:00-04:00,481.69,481.69,481.69,481.69,493.16,482.82,487.99,486.7866666666667,481.69111111111056,481.6880149999994,481.6937716924416,483.280863814346,1,0,1,0,1076,QQQ
2025-03-27 17:28:00-04:00,481.8,481.8,481.8,481.8,493.16,482.82,487.99,486.7866666666667,481.7133333333328,481.6880149999994,481.7150173539532,483.28084098453473,0,0,0,0,369,QQQ
2025-03-27 17:34:00-04:00,481.848,481.848,481.7702,481.7702,493.16,482.82,487.99,486.7866666666667,481.7200222222216,481.6915249999994,481.7260538831626,483.2808157395664,0,0,0,0,400,QQQ
2025-03-27 17:35:00-04:00,481.77,481.77,481.77,481.77,493.16,482.82,487.99,486.7866666666667,481.7255777777772,481.6970249999995,481.7348431065301,483.2808094276205,0,0,0,0,100,QQQ
2025-03-27 17:36:00-04:00,481.77,481.77,481.77,481.77,493.16,482.82,487.99,486.7866666666667,481.7333555555549,481.7045249999995,481.74187448522406,483.2807923856302,0,0,0,0,270,QQQ
2025-03-27 17:39:00-04:00,481.85,481.85,481.85,481.85,493.16,482.82,487.99,486.7866666666667,481.74891111111054,481.7115249999994,481.7634995881792,483.28073858967,0,0,0,0,900,QQQ
2025-03-27 17:40:00-04:00,481.77,481.77,481.71,481.71,493.16,482.82,487.99,486.7866666666667,481.74891111111054,481.7110249999994,481.75279967054337,483.2805708179387,0,0,0,0,2557,QQQ
2025-03-27 17:43:00-04:00,481.75,481.75,481.75,481.75,493.16,482.82,487.99,486.7866666666667,481.7555777777772,481.7105249999995,481.7522397364347,483.280561227773,0,0,0,0,150,QQQ
2025-03-27 17:57:00-04:00,481.69,481.71,481.69,481.71,493.16,482.82,487.99,486.7866666666667,481.7577999999993,481.7100249999995,481.7437917891478,483.280542661805,0,0,0,0,283,QQQ
2025-03-27 17:59:00-04:00,481.7,481.7,481.7,481.7,493.16,482.82,487.99,486.7866666666667,481.7589111111104,481.7135249999995,481.73503343131824,483.28048859240425,0,0,0,0,819,QQQ
2025-03-27 18:00:00-04:00,481.7,481.7,481.56,481.6,493.16,482.82,487.99,486.7866666666667,481.7366888888881,481.7135049999994,481.7080267450546,483.2802458982783,0,0,0,1,3458,QQQ
2025-03-27 18:01:00-04:00,481.65,481.8,481.65,481.8,493.16,482.82,487.99,486.7866666666667,481.73999999999927,481.7225099999994,481.7264213960437,483.280191683678,0,0,1,0,877,QQQ
2025-03-27 18:02:00-04:00,481.94,481.94,481.94,481.94,493.16,482.82,487.99,486.7866666666667,481.7588888888882,481.7395099999994,481.7691371168349,483.2800127178227,0,0,0,0,3198,QQQ
2025-03-27 18:03:00-04:00,481.95,481.95,481.9,481.9,493.16,482.82,487.99,486.7866666666667,481.77333333333263,481.7490099999994,481.795309693468,483.2800011929998,0,0,0,0,200,QQQ
2025-03-27 18:05:00-04:00,481.7,481.7,481.7,481.7,493.16,482.82,487.99,486.7866666666667,481.756666666666,481.74800999999945,481.7762477547744,483.2799945955396,0,0,0,0,100,QQQ
2025-03-27 18:06:00-04:00,481.6,481.64,481.6,481.6,493.16,482.82,487.99,486.7866666666667,481.7444444444437,481.7430099999995,481.7409982038195,483.2797639742302,0,0,0,1,3288,QQQ
2025-03-27 18:07:00-04:00,481.6399,481.6399,481.6399,481.6399,493.16,482.82,487.99,486.7866666666667,481.7322111111104,481.7395049999994,481.7207785630556,483.2797502813776,0,1,0,0,200,QQQ
2025-03-27 18:08:00-04:00,481.56,481.56,481.55,481.55,493.16,482.82,487.99,486.7866666666667,481.71443333333264,481.73150499999946,481.6866228504445,483.2796925096964,0,0,0,0,800,QQQ
2025-03-27 18:09:00-04:00,481.51,481.51,481.41,481.41,493.16,482.82,487.99,486.7866666666667,481.6822111111104,481.71750499999945,481.6312982803556,483.2795569345374,0,0,0,0,1737,QQQ
2025-03-27 18:10:00-04:00,481.41,481.41,481.37,481.37,493.16,482.82,487.99,486.7866666666667,481.6566555555548,481.7015049999994,481.5790386242845,483.27942939826977,0,0,0,0,1600,QQQ
2025-03-27 18:11:00-04:00,481.4,481.54,481.4,481.54,493.16,482.82,487.99,486.7866666666667,481.627766666666,481.6940049999995,481.5712308994276,483.2793858342157,0,0,0,0,600,QQQ
2025-03-27 18:12:00-04:00,481.53,481.53,481.4601,481.4601,493.16,482.82,487.99,486.7866666666667,481.57444444444377,481.6770099999994,481.5490047195421,483.2793402712963,0,0,0,0,600,QQQ
2025-03-27 18:13:00-04:00,481.51,481.51,481.51,481.51,493.16,482.82,487.99,486.7866666666667,481.5311111111104,481.6639999999995,481.5412037756337,483.2793033453479,0,0,0,0,500,QQQ
2025-03-27 18:15:00-04:00,481.3899,481.3899,481.3899,481.3899,493.16,482.82,487.99,486.7866666666667,481.49665555555487,481.6449949999995,481.5109430205069,483.27929238341216,0,0,0,0,139,QQQ
2025-03-27 18:17:00-04:00,481.42,481.49,481.37,481.49,493.16,482.82,487.99,486.7866666666667,481.4844333333327,481.6309949999994,481.5067544164056,483.2791863380476,0,0,0,0,1420,QQQ
2025-03-27 18:18:00-04:00,481.57,481.57,481.57,481.57,493.16,482.82,487.99,486.7866666666667,481.476666666666,481.6169949999994,481.5194035331244,483.2790437483967,0,0,0,0,1999,QQQ
2025-03-27 18:19:00-04:00,481.6688,481.6688,481.62,481.62,493.16,482.82,487.99,486.7866666666667,481.4844444444437,481.6124949999995,481.53952282649954,483.2789675902466,0,0,0,0,1100,QQQ
2025-03-27 18:22:00-04:00,481.671,481.73,481.67,481.7,493.16,482.82,487.99,486.7866666666667,481.5166666666659,481.6099949999995,481.5716182611996,483.27855915951307,0,0,0,0,6200,QQQ
2025-03-27 18:23:00-04:00,481.6,481.61,481.6,481.61,493.16,482.82,487.99,486.7866666666667,481.54333333333255,481.6049949999995,481.5792946089597,483.2785036095786,0,0,0,0,798,QQQ
2025-03-27 18:26:00-04:00,481.64,481.64,481.64,481.64,493.16,482.82,487.99,486.7866666666667,481.5544444444437,481.60199499999953,481.59143568716775,483.2784873406446,0,0,0,0,238,QQQ
2025-03-27 18:27:00-04:00,481.6787,481.6787,481.6787,481.6787,493.16,482.82,487.99,486.7866666666667,481.5787333333325,481.6059299999996,481.6088885497342,483.27848066650665,0,0,1,0,100,QQQ
2025-03-27 18:28:00-04:00,481.64,481.64,481.64,481.64,493.16,482.82,487.99,486.7866666666667,481.593177777777,481.5979299999996,481.61511083978735,483.2784669954961,0,0,0,0,200,QQQ
2025-03-27 18:29:00-04:00,481.58,481.58,481.58,481.58,493.16,482.82,487.99,486.7866666666667,481.6142999999992,481.5799299999996,481.6080886718299,483.278459909766,1,0,0,0,100,QQQ
2025-03-27 18:30:00-04:00,481.6,481.6,481.6,481.6,493.16,482.82,487.99,486.7866666666667,481.6265222222215,481.5649299999996,481.6064709374639,483.2782148663156,0,0,0,0,3500,QQQ
2025-03-27 18:32:00-04:00,481.67,481.67,481.67,481.67,493.16,482.82,487.99,486.7866666666667,481.6376333333326,481.5634299999996,481.61917674997113,483.2781477867812,0,0,0,0,1000,QQQ
2025-03-27 18:34:00-04:00,481.63,481.63,481.59,481.59,493.16,482.82,487.99,486.7866666666667,481.6342999999992,481.5629299999996,481.6133413999769,483.2780974425723,0,0,0,0,715,QQQ
2025-03-27 18:35:00-04:00,481.58,481.58,481.58,481.58,493.16,482.82,487.99,486.7866666666667,481.6209666666659,481.55993499999965,481.6066731199815,483.2780691124552,0,0,0,0,400,QQQ
2025-03-27 18:36:00-04:00,481.65,481.78,481.65,481.78,493.16,482.82,487.99,486.7866666666667,481.6398555555548,481.5714349999996,481.6413384959852,483.2779683351432,0,0,0,0,1613,QQQ
2025-03-27 18:37:00-04:00,481.79,481.8,481.79,481.8,493.16,482.82,487.99,486.7866666666667,481.6576333333326,481.5909349999996,481.6730707967882,483.27789461754105,0,0,0,0,1196,QQQ
2025-03-27 18:38:00-04:00,481.8098,481.86,481.8098,481.86,493.16,482.82,487.99,486.7866666666667,481.6777777777771,481.6154349999996,481.7104566374305,483.2778733305232,0,0,0,0,360,QQQ
2025-03-27 18:41:00-04:00,481.79,481.79,481.79,481.79,493.16,482.82,487.99,486.7866666666667,481.6944444444437,481.6279349999997,481.7263653099444,483.2778609208397,0,0,0,0,200,QQQ
2025-03-27 18:42:00-04:00,481.79,481.79,481.79,481.79,493.16,482.82,487.99,486.7866666666667,481.7177777777771,481.64442999999966,481.7390922479555,483.27784807703534,0,0,0,0,207,QQQ
2025-03-27 18:46:00-04:00,481.76,481.76,481.76,481.76,493.16,482.82,487.99,486.7866666666667,481.7355555555548,481.6569299999997,481.7432737983644,483.2778417472717,0,0,0,0,100,QQQ
2025-03-27 18:47:00-04:00,481.8,481.8,481.76,481.76,493.16,482.82,487.99,486.7866666666667,481.74555555555486,481.67543499999954,481.7466190386915,483.2777721233559,0,0,0,0,1100,QQQ
2025-03-27 18:49:00-04:00,481.74,481.74,481.68,481.68,493.16,482.82,487.99,486.7866666666667,481.7555555555549,481.6849349999996,481.7332952309532,483.2777442735086,0,0,0,0,418,QQQ
2025-03-27 18:50:00-04:00,481.63,481.68,481.63,481.68,493.16,482.82,487.99,486.7866666666667,481.766666666666,481.6904349999995,481.72263618476256,483.2776835801954,0,0,0,0,911,QQQ
2025-03-27 18:51:00-04:00,481.68,481.68,481.68,481.68,493.16,482.82,487.99,486.7866666666667,481.7555555555549,481.6934349999995,481.7141089478101,483.2776502707869,0,0,0,0,500,QQQ
2025-03-27 18:52:00-04:00,481.58,481.6088,481.58,481.6088,493.16,482.82,487.99,486.7866666666667,481.7343111111104,481.6888749999995,481.6930471582481,483.2776015618241,0,0,0,0,700,QQQ
2025-03-27 18:53:00-04:00,481.57,481.61,481.57,481.61,493.16,482.82,487.99,486.7866666666667,481.70653333333263,481.6888749999995,481.67643772659846,483.2775598435679,0,0,0,1,600,QQQ
2025-03-27 18:54:00-04:00,481.61,481.61,481.58,481.6,493.16,482.82,487.99,486.7866666666667,481.6854222222216,481.6868749999994,481.6611501812788,483.2775074559223,0,1,0,0,749,QQQ
2025-03-27 18:55:00-04:00,481.5,481.5,481.4915,481.4915,493.16,482.82,487.99,486.7866666666667,481.6522555555549,481.6775149999995,481.6272201450231,483.2774181023692,0,0,0,0,1200,QQQ
2025-03-27 18:57:00-04:00,481.5,481.51,481.48,481.48,493.16,482.82,487.99,486.7866666666667,481.6211444444438,481.6695149999995,481.5977761160185,483.2773426439571,0,0,0,0,1007,QQQ
2025-03-27 18:58:00-04:00,481.5,481.5,481.5,481.5,493.16,482.82,487.99,486.7866666666667,481.5922555555549,481.6655149999995,481.5782208928148,483.2773279728852,0,0,0,0,198,QQQ
2025-03-27 18:59:00-04:00,481.54,481.54,481.54,481.54,493.16,482.82,487.99,486.7866666666667,481.5766999999993,481.66251499999953,481.57057671425184,483.27730631714246,0,0,0,0,299,QQQ
2025-03-27 19:00:00-04:00,481.6,481.6,481.47,481.47,493.16,482.82,487.99,486.7866666666667,481.553366666666,481.6525149999995,481.5504613714015,483.277223441937,0,0,0,0,1100,QQQ
2025-03-27 19:01:00-04:00,481.5,481.5,481.41,481.41,493.16,482.82,487.99,486.7866666666667,481.52336666666594,481.6435149999996,481.5223690971212,483.27719230691287,0,0,0,0,400,QQQ
2025-03-27 19:02:00-04:00,481.4,481.4012,481.4,481.4,493.16,482.82,487.99,486.7866666666667,481.500166666666,481.6345149999996,481.4978952776969,483.2770201658247,0,0,0,0,2200,QQQ
2025-03-27 19:03:00-04:00,481.26,481.26,481.11,481.19,493.16,482.82,487.99,486.7866666666667,481.45349999999934,481.6050149999997,481.43631622215753,483.2768635918181,0,0,0,0,1800,QQQ
2025-03-27 19:04:00-04:00,481.1,481.1,481.01,481.01,493.16,482.82,487.99,486.7866666666667,481.38794444444375,481.5655149999996,481.351052977726,483.2766061594893,0,0,0,0,2725,QQQ
2025-03-27 19:05:00-04:00,481.05,481.05,480.81,480.81,493.16,482.82,487.99,486.7866666666667,481.3122222222216,481.51301499999965,481.2428423821808,483.276475103126,0,0,0,0,1275,QQQ
2025-03-27 19:06:00-04:00,480.74,480.95,480.74,480.95,493.16,482.82,487.99,486.7866666666667,481.2533333333326,481.4710149999996,481.1842739057447,483.2763684633307,0,0,0,0,1100,QQQ
2025-03-27 19:07:00-04:00,480.93,480.93,480.77,480.77,493.16,482.82,487.99,486.7866666666667,481.1722222222216,481.4200149999997,481.1014191245957,483.27632146553424,0,0,0,0,450,QQQ
2025-03-27 19:08:00-04:00,480.9,480.9,480.8,480.84,493.16,482.82,487.99,486.7866666666667,481.09444444444375,481.3740149999997,481.0491352996766,483.27628085792617,0,0,0,0,400,QQQ
2025-03-27 19:09:00-04:00,480.791,480.791,480.75,480.76,493.16,482.82,487.99,486.7866666666667,481.0155555555549,481.3240149999997,480.9913082397413,483.27604066756686,0,0,0,0,2291,QQQ
2025-03-27 19:10:00-04:00,480.8,480.89,480.8,480.89,493.16,482.82,487.99,486.7866666666667,480.957777777777,481.28451499999966,480.971046591793,483.275916406063,0,0,0,0,1250,QQQ
2025-03-27 19:11:00-04:00,480.84,480.84,480.82,480.82,493.16,482.82,487.99,486.7866666666667,480.89333333333263,481.2415149999996,480.9408372734344,483.2758959421488,0,0,0,0,200,QQQ
2025-03-27 19:12:00-04:00,480.7199,480.7699,480.7,480.7,493.16,482.82,487.99,486.7866666666667,480.8388888888881,481.1925149999996,480.8926698187475,483.2757920623045,0,0,0,0,968,QQQ
2025-03-27 19:13:00-04:00,480.7204,480.8796,480.7204,480.8796,493.16,482.82,487.99,486.7866666666667,480.8243999999992,481.1560549999996,480.890055854998,483.2754777474313,0,0,0,0,3149,QQQ
2025-03-27 19:14:00-04:00,480.8501,480.8891,480.8023,480.86,493.16,482.82,487.99,486.7866666666667,480.8299555555548,481.1185549999996,480.8840446839984,483.2752743159035,0,0,0,0,2022,QQQ
