idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strTags,dateModified
11129,Boston Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,,2017-09-02 16:28:20
17120,Brain Fart,Punch / Party Drink,Alcoholic,Punch bowl,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,,2017-09-02 23:01:42
14782,Hot Creamy Bush,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,,2016-08-31 19:27:17
178311,Broadside,Cocktail,Alcoholic,Highball glass,"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!",https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg,,
13621,Tequila Sunrise,Cocktail,Alcoholic,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"IBA,ContemporaryClassic",2016-12-04 19:18:23
12808,Creme de Menthe,Homemade Liqueur,Alcoholic,Collins Glass,Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,https://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,,2015-09-03 05:18:38
16995,Orange Whip,Other / Unknown,Alcoholic,Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,,2016-02-03 15:52:39
12562,Alice Cocktail,Cocktail,Non alcoholic,Cocktail glass,"Shake well, strain into a large cocktail glass.",https://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,,2016-07-18 22:09:04
178336,Blueberry Mojito,Cocktail,Alcoholic,Highball glass,Muddle the blueberries with the other ingredients and serve in a highball glass. Garnish with mint and a half slice of lime.,https://www.thecocktaildb.com/images/media/drink/07iep51598719977.jpg,Fruity,
12692,Lassi Khara,Other / Unknown,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,,2017-02-20 15:19:30
15801,Zimadori Zinger,Punch / Party Drink,Alcoholic,Collins glass,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,,2017-01-28 16:12:00
11002,Long Island Tea,Ordinary Drink,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,"Strong,Asia,StrongFlavor,Brunch,Vegetarian,Sour",2015-08-18 14:54:32
178355,Mountain Bramble,Cocktail,Alcoholic,Old-fashioned glass,"Muddle the blackberries in a tumbler glass. Mix the Gin, lemon juice and sugar syrup in a shaker and strain over chopped ice. Top with Soda water and garnish with more blackberries and some mint",https://www.thecocktaildb.com/images/media/drink/stwiva1619704025.jpg,"Dark, Fruity",
11326,Dubonnet Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg,,2015-08-13 10:12:27
17208,Rose,Ordinary Drink,Alcoholic,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,"IBA,ContemporaryClassic",2017-09-02 17:57:42
17840,Affinity,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,,2017-09-07 21:44:05
15841,Mojito Extra,Cocktail,Alcoholic,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,,2016-11-04 09:24:43
12724,Sweet Bananas,Shake,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,,2017-02-20 15:09:05
11959,Poppy Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,,2017-09-02 23:05:15
11872,Orgasm,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,,2017-09-08 16:55:14
17839,Affair,Ordinary Drink,Alcoholic,Highball glass,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",https://www.thecocktaildb.com/images/media/drink/h5za6y1582477994.jpg,,2016-09-01 10:05:34
15006,Turkeyball,Shot,Alcoholic,Shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,,2015-09-06 16:44:53
12706,Imperial Cocktail,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,,2017-02-20 15:13:45
14209,Mocha-Berry,Coffee / Tea,Alcoholic,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,,2015-09-03 03:14:08
15409,Danbooka,Coffee / Tea,Alcoholic,Coffee Mug,pour it in and mix it.,https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,,2015-09-03 03:07:55
11121,Bobby Burns Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg,,2017-01-14 16:33:28
178360,Lemon Elderflower Spritzer,Cocktail,Alcoholic,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,"Summer, Fresh, Refreshing",
13332,B-53,Shot,Alcoholic,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,,2016-04-28 18:53:43
16967,Vodka Fizz,Other / Unknown,Alcoholic,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,,2015-09-03 05:24:03
15691,Zoksel,Soft Drink,Alcoholic,Beer pilsner,"No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.",https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,,2017-01-28 16:28:50
13423,Atlantic Sun,Ordinary Drink,Alcoholic,Collins Glass,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",https://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,,2017-04-24 21:59:16
12862,Aloha Fruit punch,Punch / Party Drink,Non alcoholic,Collins Glass,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",https://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,,2016-07-18 22:11:07
13899,3 Wise Men,Shot,Alcoholic,Collins glass,put them them in a glass... and slam it to tha head.,https://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,,2016-07-18 22:34:37
12800,Coffee-Vodka,Homemade Liqueur,Alcoholic,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,,2016-08-31 19:18:14
14306,Amaretto Stone Sour,Other / Unknown,Alcoholic,Collins Glass,Shake and Serve over ice,https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,,2016-09-01 09:52:01
16196,Moranguito,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,,2016-10-05 12:35:35
12720,Kill the cold Smoothie,Other / Unknown,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,,2017-02-20 15:10:15
15761,Quick-sand,Ordinary Drink,Alcoholic,Highball glass,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,,2016-11-12 15:12:13
11961,Port And Starboard,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,,2015-09-06 16:38:31
178370,Mauresque,Cocktail,Alcoholic,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,,
12630,Rail Splitter,Cocktail,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,,2015-09-02 16:27:40
12750,Spanish chocolate,Cocoa,Non alcoholic,Coffee mug,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,,2017-02-20 15:04:14
17216,Tommy's Margarita,Ordinary Drink,Alcoholic,Old-Fashioned glass,Shake and strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,"IBA,NewEra",2017-09-02 18:37:54
12726,Tomato Tang,Other / Unknown,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,,2017-02-20 15:07:58
12764,Karsk,Ordinary Drink,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,,2017-02-20 14:54:31
13128,Diesel,Beer,Alcoholic,Pint glass,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,,2016-02-03 15:20:52
17267,Bahama Mama,Cocktail,Alcoholic,Highball glass,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",https://www.thecocktaildb.com/images/media/drink/tyb4a41515793339.jpg,,2018-01-12 21:42:19
12618,Orangeade,Cocktail,Non alcoholic,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,,2015-09-02 05:22:12
178330,The Philosopher,Cocktail,Alcoholic,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,,
12728,Yoghurt Cooler,Other / Unknown,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,,2015-09-03 05:27:46
11064,Banana Daiquiri,Ordinary Drink,Alcoholic,Champagne flute,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,Fruity,2017-09-02 22:55:01
12370,Tequila Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,,2017-09-07 22:43:21
17245,Rosemary Blue,Cocktail,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,,2017-12-04 16:55:43
12452,Victory Collins,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,,2017-04-23 20:43:39
15403,Vodka Russian,Ordinary Drink,Alcoholic,Collins Glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,,2016-02-03 15:58:49
15300,3-Mile Long Island Iced Tea,Ordinary Drink,Alcoholic,Collins Glass,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,https://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,,2016-08-31 19:42:52
15675,A midsummernight dream,Ordinary Drink,Alcoholic,Collins Glass,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,,2016-04-28 19:14:52
11664,Lone Tree Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,,2016-07-19 11:16:57
11120,Bluebird,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",https://www.thecocktaildb.com/images/media/drink/5jhyd01582579843.jpg,,2015-09-02 17:06:11
17825,Brigadier,Cocktail,Alcoholic,Coupe Glass,Mix ingredients in a warmed mug and stir.,https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg,,2018-02-18 09:50:01
12870,Artillery Punch,Punch / Party Drink,Alcoholic,Punch bowl,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",https://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,,2017-04-24 22:01:32
13066,Bruce's Puce,Shot,Alcoholic,Shot glass,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",https://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,,2016-09-08 15:22:38
11102,Black Russian,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/8oxlqf1606772765.jpg,"IBA,ContemporaryClassic",2017-09-02 16:54:49
11251,City Slicker,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,,2017-09-02 16:42:29
13936,Miami Vice,Cocktail,Alcoholic,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,IBA,2015-09-02 16:49:15
15597,Absolut Stress #2,Ordinary Drink,Alcoholic,Collins Glass,Mix well. Garnish with Orange and Cherry. Enjoy,https://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,,2016-09-02 11:23:45
12770,Iced Coffee,Coffee / Tea,Non alcoholic,Coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,,2016-02-03 15:37:35
11034,Angel Face,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice and strain contents into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/vaukir1606772580.jpg,"IBA,Classic",2016-11-04 09:52:58
14642,Grim Reaper,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,,2017-09-08 16:06:32
13395,Bob Marley,Shot,Alcoholic,Shot glass,Layer in a 2 oz shot glass or pony glass,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,,2016-10-22 13:51:04
12722,Strawberry Shivers,Other / Unknown,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,,2017-02-20 15:10:04
13940,69 Special,Ordinary Drink,Alcoholic,Collins Glass,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",https://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,,2016-08-31 19:44:55
17186,Clover Club,Ordinary Drink,Alcoholic,Cocktail glass,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"IBA,Classic",2017-09-02 11:38:35
178347,Winter Rita,Beer,Alcoholic,Highball Glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,Winter,
11170,Brandy Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/b1bxgq1582484872.jpg,,2017-09-02 16:35:40
12780,Spiking coffee,Coffee / Tea,Non alcoholic,Coffee mug,"Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",https://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,,2017-02-20 14:52:55
12914,Egg-Nog - Classic Cooked,Punch / Party Drink,Optional alcohol,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,,2016-07-18 21:58:25
12854,Scottish Highland Liqueur,Homemade Liqueur,Alcoholic,Collins Glass,"Combine all ingreds in aging container. Cover tightly and shake gently several times during the first 24 hrs. After 24 hrs, remove the lemon zest. Cover again and let stand in a cool, dark place for 2 weeks, shaking gently every other day. Strain through a wire sieve to remove the angelica root and fennel. Return to aging container, cover and let stand undisturbed in a cool dark place for 6 months. Siphon or pour clear liqueur into a sterile bottle. The cloudy dregs may be saved for cooking.",https://www.thecocktaildb.com/images/media/drink/upqvvp1441253441.jpg,,2015-09-03 05:10:41
17832,A Night In Old Mandalay,Ordinary Drink,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,,2016-04-29 09:43:00
17256,Martinez 2,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,,2017-12-19 18:34:15
11052,Archbishop,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",https://www.thecocktaildb.com/images/media/drink/4g6xds1582579703.jpg,,2015-09-02 16:21:47
13539,Ice Pick,Ordinary Drink,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,,2016-07-21 10:02:06
13196,Long vodka,Ordinary Drink,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,,2017-08-24 10:00:12
17197,French 75,Ordinary Drink,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,"IBA,ContemporaryClassic",2017-09-02 17:10:15
16047,Campari Beer,Beer,Alcoholic,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,,2015-09-03 03:58:50
14584,Arizona Stingers,Cocktail,Alcoholic,Hurricane glass,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,https://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,,2017-04-24 22:10:55
12694,Lassi Raita,Other / Unknown,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,,2017-02-20 15:18:53
17251,Boulevardier,Cocktail,Alcoholic,Martini Glass,"Stir with ice, strain, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/km84qi1513705868.jpg,,2017-12-19 17:51:08
16178,Jitterbug,Cocktail,Alcoholic,Cocktail Glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,,2015-09-03 02:55:18
17006,Kool First Aid,Shot,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,,2017-08-24 09:53:44
13222,Big Red,Shot,Alcoholic,Shot glass,Pour ingredients into 1 ounce shot glass,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,,2015-09-03 03:41:56
12768,Frappé,Coffee / Tea,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,,2015-09-03 03:05:28
178317,Bee's Knees,Cocktail,Alcoholic,Martini Glass,"Shake ingredients with crushed ice
Garnish with orange peel
",https://www.thecocktaildb.com/images/media/drink/tx8ne41582475326.jpg,,
15567,Adam Sunrise,Ordinary Drink,Alcoholic,Collins Glass,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",https://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,,2016-09-02 11:28:32
15346,155 Belmont,Cocktail,Alcoholic,White wine glass,Blend with ice. Serve in a wine glass. Garnish with carrot.,https://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,,2016-10-05 12:36:28
17223,Abbey Martini,Cocktail,Alcoholic,Cocktail glass,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,,2017-09-07 21:50:03
17199,Golden dream,Ordinary Drink,Alcoholic,Cocktail glass,Shake with cracked ice. Strain into glass and serve.,https://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,"IBA,ContemporaryClassic",2017-09-02 17:23:45
11008,Manhattan,Cocktail,Alcoholic,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"IBA,Classic,Alcoholic",2017-09-02 12:07:09
13328,Chocolate Milk,Shot,Alcoholic,Shot Glass,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,,2017-09-08 17:49:59
14578,Amaretto Sunrise,Ordinary Drink,Alcoholic,Collins Glass,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,https://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,,2017-04-24 22:44:27
14065,Zippy's Revenge,Cocktail,Alcoholic,Old-fashioned glass,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,https://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,,2017-01-28 16:18:33
17141,Smut,Punch / Party Drink,Alcoholic,Beer mug,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,,2017-09-02 16:23:32
